1.181833235589448972e-01 1.155188584735009072e-01 1.140110572287787033e-01 1.112587078843577937e-01 1.099515892144743573e-01 1.100189658012781374e-01 1.101901477860935119e-01 1.105425030098097644e-01 1.113795777765967526e-01 1.125209599490501755e-01 1.139578124871721693e-01 1.156816536289011627e-01 1.302719466895812805e-01
1.342089932638613758e-01 1.296790004817900688e-01 1.272805598786321546e-01 1.233069058865000067e-01 1.218096465066572792e-01 1.223254880301258285e-01 1.226388617739926495e-01 1.232299412953615503e-01 1.245228393047175669e-01 1.261795234629204399e-01 1.281797143545109208e-01 1.305065420294772294e-01 1.586792998432456081e-01
1.585327454652172841e-01 1.528114556811364100e-01 1.495277689096340401e-01 1.433833078800964833e-01 1.401282762799123671e-01 1.394744201172448683e-01 1.396267946204746979e-01 1.400207470130072074e-01 1.410996699255441800e-01 1.426785162830501719e-01 1.447281731373919467e-01 1.472227829249166675e-01 1.830738861255851446e-01
1.449769550816493169e-01 1.403354592097119935e-01 1.377882297962932656e-01 1.332088735640261923e-01 1.309270596299741407e-01 1.306796527599535795e-01 1.308562590508388357e-01 1.312559873874500349e-01 1.322713471793106887e-01 1.337073331989298286e-01 1.355469034173920062e-01 1.377741324441330850e-01 1.700446008922348318e-01
1.101908366144484092e-01 1.086263656212275580e-01 1.078203878758767637e-01 1.064935046696963011e-01 1.060583848730852763e-01 1.065035422976165214e-01 1.067005098193137685e-01 1.070645782643581817e-01 1.078561108930952556e-01 1.088808796113538563e-01 1.101406301254989478e-01 1.116360919274758390e-01 1.234509716515886230e-01
1.150000136765682024e-01 1.123275023128495198e-01 1.108097448013500574e-01 1.080878857621325878e-01 1.069229791375241462e-01 1.072086808754720011e-01 1.074270816764157366e-01 1.078501383914753226e-01 1.088010896273288453e-01 1.100463839340679456e-01 1.115726341222496726e-01 1.133681105235856829e-01 1.263249047126206170e-01
1.322783337636778134e-01 1.281325687993243867e-01 1.257936768196128430e-01 1.215648462584400791e-01 1.195627970748427138e-01 1.195367604475427031e-01 1.197453292626377980e-01 1.201828514649625756e-01 1.212304863324024928e-01 1.226556171914251897e-01 1.244373989420055060e-01 1.265577869277637602e-01 1.506065090614916169e-01
1.517910714348756074e-01 1.470435381588050816e-01 1.442390241374282012e-01 1.387929957087895849e-01 1.357139380878069623e-01 1.349023184137618236e-01 1.349945517600626699e-01 1.352839010437313638e-01 1.361548118008056862e-01 1.374898493828992929e-01 1.392656898310759839e-01 1.414610186434633599e-01 1.704926011097619987e-01
1.432332830615033747e-01 1.383468434759519694e-01 1.357914830660744421e-01 1.315433590955281673e-01 1.298378557818007095e-01 1.302062055017240427e-01 1.305004300006060991e-01 1.310706255809701570e-01 1.323516261714037245e-01 1.340276123042069556e-01 1.360803073411696873e-01 1.384938810984224500e-01 1.726917341085094648e-01
1.111059300121774313e-01 1.095051402659135142e-01 1.086446481454560881e-01 1.071260113957247934e-01 1.064809411201370071e-01 1.067427385873957191e-01 1.069082080482505331e-01 1.072286548808288470e-01 1.079574024653648379e-01 1.089318031657890429e-01 1.101532308501959045e-01 1.116217483996667786e-01 1.236702819306953888e-01
