5.495435228459608634e-01 5.211011060892246638e-01 5.027651062928608638e-01 4.600801833922627537e-01 4.225217015852033575e-01 3.901717281518595759e-01 3.843032655196141345e-01 3.758606067224857239e-01 3.627159120337633547e-01 3.506701862530955394e-01 3.396514483299166165e-01 3.295856876386524803e-01 1.302719466895812805e-01
6.240586857857388647e-01 5.849734949852622989e-01 5.612770752994714618e-01 5.098974942928580223e-01 4.680837209913299990e-01 4.338076327354168926e-01 4.277114076091845796e-01 4.189905460695364514e-01 4.055073367892875758e-01 3.932247439257504085e-01 3.820258304130348948e-01 3.718067922270820169e-01 1.586792998432456081e-01
7.371555356483212584e-01 6.893148050366484370e-01 6.593734389078930169e-01 5.929067880916062405e-01 5.384653502790190949e-01 4.946092393606666415e-01 4.869431849642696375e-01 4.760649024503049165e-01 4.594725778484152756e-01 4.446233104605810671e-01 4.313259715883635548e-01 4.194074331901601616e-01 1.830738861255851446e-01
6.741262539231454021e-01 6.330409767740415861e-01 6.076098432408350014e-01 5.508394094587720780e-01 5.031141456188255034e-01 4.634280160714789876e-01 4.563636572714631079e-01 4.462729258252610132e-01 4.307330553381956695e-01 4.166765943525955196e-01 4.039745798002043475e-01 3.925027182761225419e-01 1.700446008922348318e-01
5.123801704422465964e-01 4.900106285097298731e-01 4.754669139552434309e-01 4.403764825630271940e-01 4.075625291750342716e-01 3.777064691079005110e-01 3.721345955010541551e-01 3.640371954548974887e-01 3.512437639443337090e-01 3.393285204514301379e-01 3.282773227214780265e-01 3.180630526391818869e-01 1.234509716515886230e-01
5.347418426712990946e-01 5.067056502621427594e-01 4.886487233301290978e-01 4.469691321166696096e-01 4.108846447030442550e-01 3.802068183799557910e-01 3.746682300229695062e-01 3.667077709788187367e-01 3.543205668659676344e-01 3.429599962323569007e-01 3.325443266954775101e-01 3.229962624977240626e-01 1.263249047126206170e-01
6.150816828955520954e-01 5.779980358147970287e-01 5.547207132899767412e-01 5.026944521390022125e-01 4.594508263056195085e-01 4.239197033427534733e-01 4.176220133110871702e-01 4.086324676732777661e-01 3.947885132755852289e-01 3.822460599623099808e-01 3.708759987758065146e-01 3.605613262880735248e-01 1.506065090614916169e-01
7.058094246405637318e-01 6.632983528819909047e-01 6.360537124277594323e-01 5.739277549092595132e-01 5.215055568813833364e-01 4.783993561258689797e-01 4.707924976528749528e-01 4.599642562195584983e-01 4.433754139392751537e-01 4.284599971311249811e-01 4.150532727346618045e-01 4.030013091357037558e-01 1.704926011097619987e-01
6.660187750017533270e-01 6.240710951378186655e-01 5.988054042964416901e-01 5.439530372524379320e-01 4.989293272264129220e-01 4.617494022702497980e-01 4.551229854990370693e-01 4.456428524379308365e-01 4.309944015666887229e-01 4.176743503024142878e-01 4.055636736714012258e-01 3.945522683356823546e-01 1.726917341085094648e-01
5.166351708505456664e-01 4.939745958990726105e-01 4.791015612163257997e-01 4.429918544150504012e-01 4.091861596647318189e-01 3.785546355018973297e-01 3.728588624759053838e-01 3.645949880798158294e-01 3.515735649366737992e-01 3.394871885004702716e-01 3.283148698319595660e-01 3.180221985012032238e-01 1.236702819306953888e-01
1.984744168810465281e-01 1.926091884696640999e-01 1.884256328253285928e-01 1.774330532102837421e-01 1.662941231526766372e-01 1.555888419774931475e-01 1.535350235987577305e-01 1.505190358299721420e-01 1.456773541772945768e-01 1.410808939069196632e-01 1.367387089149346702e-01 1.326534004244679654e-01 4.277437199989597705e-02
3.591412683560853969e-01 3.459338680178964953e-01 3.369368579935088093e-01 3.143783674244373105e-01 2.925992646031335132e-01 2.723713869468297744e-01 2.685539044615394277e-01 2.629806890295939836e-01 2.541099846938825735e-01 2.457694242264974460e-01 2.379580182116442510e-01 2.306661525695517523e-01 8.102087721121926933e-02
4.238712304797526143e-01 4.079286348135748863e-01 3.968552444607023610e-01 3.686449708960894966e-01 3.411928141346896592e-01 3.158252945774417952e-01 3.110720649161059503e-01 3.041588899796621170e-01 2.932287164714764693e-01 2.830461846380514235e-01 2.736038140791625106e-01 2.648801713247448952e-01 9.771832377340010367e-02
4.389667361969189496e-01 4.183561938207974173e-01 4.049733615301786549e-01 3.734048509675539917e-01 3.449672721478011517e-01 3.198101628862242696e-01 3.151693005007640824e-01 3.084473867447719009e-01 2.978703382081032136e-01 2.880522503919765165e-01 2.789612216175221815e-01 2.705613952274076861e-01 1.023922025772796701e-01
