7.357802110168284671e+00 7.052396174148180208e+00 6.890564210436030734e+00 6.591032434948485452e+00 6.393376184782479044e+00 6.258603297590494385e+00 6.236974206528864251e+00 6.207183976239527112e+00 6.163682441635084608e+00 6.126612047742168166e+00 6.094805331202793219e+00 6.067338684867242371e+00 5.782097700805699958e+00
6.857096383975632037e+00 6.496010095937214679e+00 6.310561981425101941e+00 5.978113566500126375e+00 5.765539950882579312e+00 5.622792488764038588e+00 5.599980131169712827e+00 5.568580156481274912e+00 5.522737986963980994e+00 5.483643045727844445e+00 5.450043630599931355e+00 5.420963408476461964e+00 5.128615359577352706e+00
6.837202328629075510e+00 6.468169487063427425e+00 6.277461072757905214e+00 5.934607611832486640e+00 5.715893974134663935e+00 5.570132249945245029e+00 5.546979052256139298e+00 5.515191197398721989e+00 5.468973107578447568e+00 5.429760333769358738e+00 5.396226976958863553e+00 5.367339516907583707e+00 5.078357165522301209e+00
7.269511611217169822e+00 6.897857254894612211e+00 6.709439458865740669e+00 6.376420862310847149e+00 6.167157439657906082e+00 6.028603106870569661e+00 6.006634392982515891e+00 5.976483206137815252e+00 5.932659019503034870e+00 5.895483811293458665e+00 5.863694548675974616e+00 5.836311040426552132e+00 5.566950844827282197e+00
7.357681114330019589e+00 6.974382201187048658e+00 6.778779143727313716e+00 6.431005904049008848e+00 6.211252611247271460e+00 6.065299884426200272e+00 6.042125610458919382e+00 6.010304433840888194e+00 5.964018775812665041e+00 5.924719834707066646e+00 5.891084099031801635e+00 5.862083521492596816e+00 5.577015409984097616e+00
7.105639665118511417e+00 6.722914393544050071e+00 6.525214021858736224e+00 6.169898194325467600e+00 5.943277531866780983e+00 5.792242775857050496e+00 5.768250061769338188e+00 5.735308143108921897e+00 5.687408279068049133e+00 5.646764125924509159e+00 5.612002667654965471e+00 5.582053851138923051e+00 5.284957499134627312e+00
7.101889863335877351e+00 6.724274755821374683e+00 6.530497597545728894e+00 6.184579420582002385e+00 5.965569265390388232e+00 5.820308143012475455e+00 5.797283925035281449e+00 5.765694605805101958e+00 5.719808740479235709e+00 5.680917571184155968e+00 5.647687756757785671e+00 5.619082798826952718e+00 5.334957326371256414e+00
7.456856067179599812e+00 7.073516269554650293e+00 6.878657713374653149e+00 6.533638629814616294e+00 6.316739622954900213e+00 6.173350660330617856e+00 6.150651128661650091e+00 6.119519633070102493e+00 6.074326654855588536e+00 6.036054144190699411e+00 6.003383467471521406e+00 5.975290735266787223e+00 5.704380144890760285e+00
7.442145773089368532e+00 7.049909917038105434e+00 6.849109590142733239e+00 6.491362340429583710e+00 6.265219428098721899e+00 6.115285879878557651e+00 6.091518202011982908e+00 6.058905120856100446e+00 6.011521283983384478e+00 5.971346611259687798e+00 5.937007111483938004e+00 5.907435602457934642e+00 5.617935401990357569e+00
7.020881564726615842e+00 6.642440692296427862e+00 6.446576378107937266e+00 6.094061254647685111e+00 5.869092674599100334e+00 5.719293384533452596e+00 5.695523449504236169e+00 5.662905725751221198e+00 5.615524731971424544e+00 5.575378043256598914e+00 5.541096188908972486e+00 5.511610825867637509e+00 5.223592461921976238e+00
